Identifiant;Chaine;startDate;DureeSecondes;TitreSujet;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;Descripteurs;Generique
"5679435_001_013";"France Inter";"2013-06-12T08:00:00+01:00";"1029";"Journal 08h00";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679449_001_001";"France Inter";"2013-06-12T08:00:00+01:00";"25";"Le gouvernement grec ferme sans préavis la radio-télévision publique ERT : manifestation devant le";"Journal 08h00 : émission du 12 juin 2013";"Journal 08h00";"Le 7/9";"";"fermeture|télévision publique|Grèce|radio";"Thébault, Mickaël (Journaliste)|Poinssot, Amélie (Journaliste)|Kalfayanis, Panayotis (Participant)"
"5679449_001_002";"France Inter";"2013-06-12T08:00:00+01:00";"20";"Une ""salle de shoot"" ouvrira 39, boulevard de la Chapelle (Xème)";"Journal 08h00 : émission du 12 juin 2013";"Journal 08h00";"Le 7/9";"";"toxicomanie";"Thébault, Mickaël (Journaliste)|Domenego, Nathalie (Journaliste)"
"5679449_001_003";"France Inter";"2013-06-12T08:00:00+01:00";"25";"Sortie du film de Sofia COPPOLA ""The Bling Ring""";"Journal 08h00 : émission du 12 juin 2013";"Journal 08h00";"Le 7/9";"";"cinéma|Hilton, Paris";"Coppola, Sofia (Participant)|Peuron, Laurence (Journaliste)|Thébault, Mickaël (Journaliste)"
"5679435_001_014";"France Inter";"2013-06-12T08:16:00+01:00";"187";"Géopolitique";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679435_001_015";"France Inter";"2013-06-12T08:20:00+01:00";"559";"L'invité d'inter";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679435_001_016";"France Inter";"2013-06-12T08:30:00+01:00";"405";"La revue de presse";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679435_001_017";"France Inter";"2013-06-12T08:37:30+01:00";"210";"La chronique de Marcel Rufo";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679435_001_018";"France Inter";"2013-06-12T08:41:00+01:00";"965";"Inter activ";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679435_001_019";"France Inter";"2013-06-12T08:55:20+01:00";"209";"Le billet de Sophia Aram";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679467_001_001";"France Inter";"2013-06-12T11:30:00+01:00";"";"Sammy Davis Jr.";"En direct du Grand Palais avec Albert Algoud";"On va tous y passer";"";"";"";"Movits-groupe (Interprète)"
"5679467_001_002";"France Inter";"2013-06-12T11:45:00+01:00";"0";"Believe me";"En direct du Grand Palais avec Albert Algoud";"On va tous y passer";"";"";"";"Diving With Andy-groupe (Interprète)"
"5679467_001_003";"France Inter";"2013-06-12T12:15:00+01:00";"0";"And I Love Her";"En direct du Grand Palais avec Albert Algoud";"On va tous y passer";"";"";"";"Beatles-groupe (Auteur de l'oeuvre pré-existante)|Diving With Andy-groupe (Interprète)"
"5679477_001_001";"France Inter";"2013-06-12T13:00:00+01:00";"460";"Le gouvernement grec ferme sans préavis la radio-télévision publique ERT : manifestation devant le";"Journal 13h00 : émission du 12 juin 2013";"Inter treize";"";"";"Union européenne|fermeture|télévision publique|Grèce|radio";"Filippetti, Aurélie (Participant)|Karamanli, Marietta (Participant)|Teillard, Nicolas (Journaliste)|Graziani, Cyril (Journaliste)|Philippot, Jean Paul (Participant)|Servajean, Claire (Journaliste)|Papaïoannou, Thomaïs (Participant)"
"5679477_001_005";"France Inter";"2013-06-12T13:00:00+01:00";"65";"L'épreuve du baccalauréat";"Journal 13h00 : émission du 12 juin 2013";"Inter treize";"";"";"baccalauréat";"Delahaye, Jean Paul (Participant)|Yakin, Joanna (Journaliste)|Servajean, Claire (Journaliste)"
"5679477_001_002";"France Inter";"2013-06-12T13:00:00+01:00";"45";"L'inquiétude des Sud-Africains concernant l'état de santé de Nelson MANDELA, hospitalisé à Pretoria";"Journal 13h00 : émission du 12 juin 2013";"Inter treize";"";"";"Mandela, Nelson|Afrique du Sud";"Servajean, Claire (Journaliste)|Poujade, Olivier (Journaliste)"
"5679477_001_003";"France Inter";"2013-06-12T13:00:00+01:00";"20";"Les propositions du ministre du Logement Cécile DUFLOT contre les abus du marché de l'immobilier  ";"Journal 13h00 : émission du 12 juin 2013";"Inter treize";"";"";"loi|immobilier";"Lachaud, Régis (Journaliste)|Duflot, Cécile (Participant)|Servajean, Claire (Journaliste)"
"5679477_001_004";"France Inter";"2013-06-12T13:00:00+01:00";"40";"Hausse du prix du paquet de cigarettes en juillet";"Journal 13h00 : émission du 12 juin 2013";"Inter treize";"";"";"cigarette|prix|Toulouse";"Cutilla, Corinne (Journaliste)|Benhamou, Yves (Participant)|Servajean, Claire (Journaliste)"
"5679477_001_006";"France Inter";"2013-06-12T13:00:00+01:00";"75";"Stimulation d'attentats terroristes à Lyon organisé par la préfecture : attentat au gaz sarin dans";"Journal 13h00 : émission du 12 juin 2013";"Inter treize";"";"";"terrorisme|attentat|Lyon";"Cordier, Claude (Journaliste)|Servajean, Claire (Journaliste)|Guillot, Vincent (Participant)"
"5679477_001_007";"France Inter";"2013-06-12T13:00:00+01:00";"30";"Alain MINC, auteur de ""L'homme aux deux visages""  (Ed. Grasset), accusé de plagiat par Pascale";"Journal 13h00 : émission du 12 juin 2013";"Inter treize";"";"";"biographie|Bousquet, René|Minc, Alain|pastiche";"Levy, Alain (Participant)|Moryoussef, Ilana (Journaliste)|Servajean, Claire (Journaliste)"
"5679490_001_001";"France Inter";"2013-06-12T18:00:00+01:00";"55";"Sortie du film d'Alain GUIRAUDIE ""L'Inconnu du lac""";"Inter soir 18h00 : émission du 12 juin 2013";"Inter soir 18h00";"";"";"cinéma";"Abiteboul, Philippe (Journaliste)|Peuron, Laurence (Journaliste)|Guiraudie, Alain (Participant)"
"5679498_001_021";"France Inter";"2013-06-12T19:00:08+01:00";"";"Studio début";"Inter soir 19h00 : émission du 12 juin 2013";"Inter soir 19h00";"";"";"";""
"5679498_001_022";"France Inter";"2013-06-12T19:01:51+01:00";"";"Stéphane Richard mis en examen pour escroquerie en bande organisée";"Inter soir 19h00 : émission du 12 juin 2013";"Inter soir 19h00";"";"Succession d'un papier et de l'interview de François de RUGY, député Europe Écologie Les Verts, sur la mise en examen de Stéphane Richard, PDG d'Orange et ancien directeur de cabinet de Christine Lagarde au ministère de l'Economie, pour escroquerie en bande organisée pour son rôle dans l'arbitrage rendu entre Bernard Tapie et le crédit lyonnais pour la vente d'Adidas en 2008.";"tribunal|banque|entreprise|scandale financier|verdict|Tapie, Bernard|mise en examen|groupement financier|Richard, Stéphane|audition judiciaire|escroquerie|procédure judiciaire";"Rugy, François de (Participant)|Ghibaudo, Sara (Journaliste)"
"5679498_001_023";"France Inter";"2013-06-12T19:04:00+01:00";"0";"Studio lancement : Tunis, condamnation de militantes Femen";"Inter soir 19h00 : émission du 12 juin 2013";"Inter soir 19h00";"";"";"";""
"5679498_001_024";"France Inter";"2013-06-12T19:04:17+01:00";"";"Correspondance : Tunis, condamnation de militantes Femen";"Inter soir 19h00 : émission du 12 juin 2013";"Inter soir 19h00";"";"Correspondance depuis Tunis, en Tunisie, de Thibault CAVAILLES consacrée à la condamnation à des peines de prison pour trois militantes Femen. Elles avaient  manifesté seins nus en soutien à Amina, une militante tunisienne emprisonnée.";"Tunis|militant|condamnation|Sboui, Amina|procès|Tunisie|féminisme";"Cavaillès, Thibault (Journaliste)"
"5679498_001_025";"France Inter";"2013-06-12T19:05:13+01:00";"";"Studio brèves";"Inter soir 19h00 : émission du 12 juin 2013";"Inter soir 19h00";"";"";"";""
"5679498_001_026";"France Inter";"2013-06-12T19:06:50+01:00";"";"Des voyageurs bloqués par la grève des contrôleurs aériens à Roissy";"Inter soir 19h00 : émission du 12 juin 2013";"Inter soir 19h00";"";"Reportage à l'aéroport de Roissy à propos des conséquences de la grève des aiguilleurs du ciel contre un projet de libéralisation du contrôle de l'espace aérien européen. Les plus touchés sont des voyageurs étrangers en transit qui n'étaient pas au courant de ce mouvement de grève. 
Le commentaire alterne avec l'interview  d'une voyageuse russe et d'un voyageur italien.";"transport aérien|conflit social|voyageur|libéralisme|Union européenne|contrôleur aérien|information|Roissy en France|aéroport|grève";"Hallot, Géraldine (Journaliste)"
"5679498_001_028";"France Inter";"2013-06-12T19:08:23+01:00";"";"Studio brèves";"Inter soir 19h00 : émission du 12 juin 2013";"Inter soir 19h00";"";"";"";""
"5679498_001_029";"France Inter";"2013-06-12T19:09:32+01:00";"";"L'arrêt de la télévision et de la radio publiques en Grèce";"Inter soir 19h00 : émission du 12 juin 2013";"Inter soir 19h00";"";"Succession d'une correspondance d'Angélique KOURONIS depuis Athènes, en Grèce, et d'un reportage sur l'arrêt des programmes de la télévision et de la radio publiques décrété par le gouvernement grec. Un appel à la grève générale a été lancée pour défendre l'audiovisuel public et la commission  européenne se défend d'avoir poussé le gouvernement grec à prendre une telle décision.
Interview d'Anni PODIMATA, vice présidente socialiste du Parlement européen, et Marie-Christine VERGIAT, député européenne de la gauche unitaire.";"crise économique|entreprise publique|Union européenne|Commission européenne|émetteur|Samaras, Antonis|service public|Grèce|radio|télévision";"Kourounis, Angélique (Journaliste)|Podimata, Anni (Participant)|Vergiat, Marie Christine (Participant)|Vogel, Ania (Journaliste)"
"5679498_001_030";"France Inter";"2013-06-12T19:12:23+01:00";"0";"Studio lancement : un projet de loi prévoit le plafonnement des frais d'agence";"Inter soir 19h00 : émission du 12 juin 2013";"Inter soir 19h00";"";"";"";""
"5679498_001_031";"France Inter";"2013-06-12T19:12:59+01:00";"";"Un projet de loi prévoit le plafonnement des frais d'agence";"Inter soir 19h00 : émission du 12 juin 2013";"Inter soir 19h00";"";"Reportage s'intéressant au projet de loi de Cécile Duflot, ministre du Logement, qui prévoit notamment le plafonnement des frais d'agence. Des militants du collectif ""Jeudi noir"" ont investi les locaux de la FNAIM, fédération nationale de l'immobilier, à Paris, pour dénoncer ce qu'ils considèrent comme des abus de la part des agences immobilières.
Le commentaire alterne avec l'interview de Manuel DOMERGUE, membre du collectif ""Jeudi noir"", et Jean-Marc TORROLION, président délégué de la FNAIM.";"logement|projet de loi|immobilier|politique sociale|collectif Jeudi Noir|Duflot, Cécile|contrôle des prix|agence immobilière";"Condominas, Baptiste (Journaliste)|Domergue, Manuel (Participant)"
"5679498_001_032";"France Inter";"2013-06-12T19:14:23+01:00";"";"Studio brèves";"Inter soir 19h00 : émission du 12 juin 2013";"Inter soir 19h00";"";"";"";""
"5679498_001_033";"France Inter";"2013-06-12T19:16:00+01:00";"";"Interview : Gilbert Collard";"Inter soir 19h00 : émission du 12 juin 2013";"Inter soir 19h00";"";"Interview de Gilbert COLLARD, député apparenté Front national, à propos des peines, selon lui trop clémentes, auxquelles ont été condamnés les mineurs qui avaient attaqué le RER D à Grigny en mars dernier.";"agression|délinquance juvénile|verdict|fait divers|bande de jeunes|vol-infraction|procès|RER|Grigny-Essonne";"Collard, Gilbert (Participant)|Madji, Nasser (Journaliste)"
"5679498_001_034";"France Inter";"2013-06-12T19:16:41+01:00";"";"Studio brèves";"Inter soir 19h00 : émission du 12 juin 2013";"Inter soir 19h00";"";"";"";""
"5679498_001_035";"France Inter";"2013-06-12T19:17:45+01:00";"";"Exercice simulant un attentat terroriste au gaz sarin à Lyon";"Inter soir 19h00 : émission du 12 juin 2013";"Inter soir 19h00";"";"Reportage à Lyon où a eu lieu un exercice simulant un attentat terroriste au gaz sarin dans le métro. L'opération visait à tester grandeur nature l'organisation des secours dans une telle situation d'urgence.
Le commentaire alterne avec l'interview du lieutenant colonel Stéphane CLERC, des sapeurs pompiers de Lyon co-responsable des opérations, et d'une pharmacienne.";"attentat|secours|protection civile|métro|Lyon|Sécurité civile|entraînement|sauveteur";"Cordier, Claude (Journaliste)"
"5679498_001_036";"France Inter";"2013-06-12T19:19:11+01:00";"";"Studio fin";"Inter soir 19h00 : émission du 12 juin 2013";"Inter soir 19h00";"";"";"";""
"5679505_001_001";"France Inter";"2013-06-12T21:30:00+01:00";"";"Here is my place";"F.M. ; Ezéchiel Pailhes ; Sébastien Lifshitz ; Patrice Papelard";"Ouvert la nuit";"";"";"";"FM-chanteur (Interprète)"
"5679505_001_002";"France Inter";"2013-06-12T21:51:00+01:00";"0";"Matin";"F.M. ; Ezéchiel Pailhes ; Sébastien Lifshitz ; Patrice Papelard";"Ouvert la nuit";"";"";"";"Pailhes, Ézéchiel (Interprète)"
"5679517_001_001";"France Inter";"2013-06-13T02:03:00+01:00";"";"Une photo";"Une photo";"Nuits noires";"Les nuits d'Inter";"";"";""
"5679518_001_002";"France Inter";"2013-06-13T02:28:00+01:00";"";"L'avocat du diable";"L'avocate du diable";"Nuits noires";"Les nuits d'Inter";"";"";""
"5679524_001_001";"France Inter";"2013-06-13T05:00:02+01:00";"238";"Flash 05h00";"Le 5/6 : émission du 13 juin 2013";"";"Le 5/6";"";"";""
"5679524_001_002";"France Inter";"2013-06-13T05:04:00+01:00";"60";"Météo";"Le 5/6 : émission du 13 juin 2013";"";"Le 5/6";"";"";""
"5679524_001_003";"France Inter";"2013-06-13T05:15:00+01:00";"210";"Mots et merveilles";"Le 5/6 : émission du 13 juin 2013";"";"Le 5/6";"";"";""
"5679524_001_004";"France Inter";"2013-06-13T05:21:00+01:00";"217";"Allô, l'Europe ?";"Le 5/6 : émission du 13 juin 2013";"";"Le 5/6";"";"";""
"5679524_001_005";"France Inter";"2013-06-13T05:25:00+01:00";"286";"L'actualité du bout du monde";"Le 5/6 : émission du 13 juin 2013";"";"Le 5/6";"";"";""
"5679524_001_006";"France Inter";"2013-06-13T05:30:00+01:00";"420";"Journal 05h30";"Le 5/6 : émission du 13 juin 2013";"";"Le 5/6";"";"";""
"5679524_001_007";"France Inter";"2013-06-13T05:37:00+01:00";"203";"Journal de l'Outre mer";"Le 5/6 : émission du 13 juin 2013";"";"Le 5/6";"";"";""
"5679524_001_008";"France Inter";"2013-06-13T05:43:30+01:00";"82";"L'attrape-livres";"Le 5/6 : émission du 13 juin 2013";"";"Le 5/6";"";"";""
"5679524_001_009";"France Inter";"2013-06-13T05:53:00+01:00";"282";"Les oubliettes du temps";"Le 5/6 : émission du 13 juin 2013";"";"Le 5/6";"";"";""
"5679524_001_010";"France Inter";"2013-06-13T05:56:30+01:00";"30";"Que faut-il attendre de cette journée ?";"Le 5/6 : émission du 13 juin 2013";"";"Le 5/6";"";"";""
"5679536_001_001";"France Inter";"2013-06-13T06:00:00+01:00";"735";"Journal 06h00";"Le 6/7 : émission du 13 juin 2013";"";"Le 6/7";"";"";""
"5679537_001_001";"France Inter";"2013-06-13T06:00:00+01:00";"25";"Affaire TAPIE-Crédit lyonnais : mise en examen pour escroquerie en bande oganisée du pdg d'Orange";"Journal 06h00 : émission du 13 juin 2013";"Journal 06h00";"Le 6/7";"";"Tapie, Bernard|mise en examen|Richard, Stéphane|Lagarde, Christine|escroquerie|affaire";"Roussel, Hélène (Journaliste)|Jadot, Jérôme (Journaliste)|Varax, Guy de (Participant)"
"5679537_001_002";"France Inter";"2013-06-13T06:00:00+01:00";"45";"Poursuite des affrontements entre forces de l'ordre et manifestants place Taksim à Istanbul";"Journal 06h00 : émission du 13 juin 2013";"Journal 06h00";"Le 6/7";"";"Istanbul|Erdogan, Recep Tayyip|manifestation|Turquie";"Roussel, Hélène (Journaliste)|Giniaux, Antoine (Journaliste)"
"5679536_001_002";"France Inter";"2013-06-13T06:12:00+01:00";"60";"Point route";"Le 6/7 : émission du 13 juin 2013";"";"Le 6/7";"";"";""
"5679536_001_003";"France Inter";"2013-06-13T06:14:00+01:00";"149";"Le billet d'Eric Delvaux";"Le 6/7 : émission du 13 juin 2013";"";"Le 6/7";"";"";""
"5679536_001_004";"France Inter";"2013-06-13T06:16:30+01:00";"135";"Grand angle";"Le 6/7 : émission du 13 juin 2013";"";"Le 6/7";"";"";""
"5679536_001_005";"France Inter";"2013-06-13T06:19:30+01:00";"150";"Le disque du jour";"Le 6/7 : émission du 13 juin 2013";"";"Le 6/7";"";"";""
"5679536_001_006";"France Inter";"2013-06-13T06:22:00+01:00";"179";"Ailleurs";"Le 6/7 : émission du 13 juin 2013";"";"Le 6/7";"";"";""
"5679536_001_007";"France Inter";"2013-06-13T06:25:00+01:00";"150";"Bonjour chez vous";"Le 6/7 : émission du 13 juin 2013";"";"Le 6/7";"";"";""
"5679536_001_008";"France Inter";"2013-06-13T06:29:00+01:00";"60";"Météo";"Le 6/7 : émission du 13 juin 2013";"";"Le 6/7";"";"";""
"5679536_001_009";"France Inter";"2013-06-13T06:30:00+01:00";"522";"Journal 06h30";"Le 6/7 : émission du 13 juin 2013";"";"Le 6/7";"";"";""
"5679545_001_002";"France Inter";"2013-06-13T06:30:00+01:00";"30";"Le député UMP de Haute-Loire Laurent WAUQUIEZ préconise un régime de retraite unique";"Journal 06h30 : émission du 13 juin 2013";"Journal 06h30";"Le 6/7";"";"retraite|réforme";"Wauquiez, Laurent (Participant)|Julia, Véronique (Journaliste)|Thébault, Mickaël (Journaliste)"
"5679545_001_001";"France Inter";"2013-06-13T06:30:00+01:00";"45";"Affaire TAPIE-Crédit lyonnais : mise en examen pour escroquerie en bande oganisée du pdg d'Orange";"Journal 06h30 : émission du 13 juin 2013";"Journal 06h30";"Le 6/7";"";"Tapie, Bernard|mise en examen|Richard, Stéphane|Lagarde, Christine|escroquerie|affaire";"Lachaud, Régis (Journaliste)|Crozier, Sébastien (Participant)|Thébault, Mickaël (Journaliste)"
"5679536_001_010";"France Inter";"2013-06-13T06:35:00+01:00";"260";"Le journal des sports";"Le 6/7 : émission du 13 juin 2013";"";"Le 6/7";"";"";""
"5679536_001_011";"France Inter";"2013-06-13T06:43:00+01:00";"60";"Point route";"Le 6/7 : émission du 13 juin 2013";"";"Le 6/7";"";"";""
"5679536_001_012";"France Inter";"2013-06-13T06:46:30+01:00";"697";"Le carrefour du 6/7";"Le 6/7 : émission du 13 juin 2013";"";"Le 6/7";"";"";""
"5679536_001_013";"France Inter";"2013-06-13T06:46:30+01:00";"217";"La chronique politique";"Le 6/7 : émission du 13 juin 2013";"";"Le 6/7";"";"";""
